period_id,project_id,baseline_budget,current_budget,actual_cost,committed_cost,forecast_cost,planned_cost_to_date,earned_value,budget_variance,budget_variance_pct,cost_variance,cpi,forecast_variance,burn_rate,remaining_budget
202501,21,5150000,5150000,3617000,725000,5200000,3793000,3867000,-50000,-0.96,251000,1.069,-50000,3617000,1533000
202502,21,5150000,5150000,4277000,305000,5200000,4145000,4190000,-50000,-0.96,-87000,0.98,-50000,2139000,873000
202503,21,5150000,5150000,4229000,393000,5200000,4535000,4473000,-50000,-0.96,244000,1.058,-50000,1410000,921000
202504,21,5150000,5150000,4697000,249000,5200000,4911000,4921000,-50000,-0.96,224000,1.048,-50000,1174000,453000
202505,21,5150000,5150000,5019000,58000,5200000,5150000,5170000,-50000,-0.96,151000,1.03,-50000,1004000,131000
202506,21,5150000,5150000,4759000,232000,5200000,5150000,5055000,-50000,-0.96,297000,1.062,-50000,793000,391000
202507,21,5150000,5150000,4863000,172000,5200000,5150000,5155000,-50000,-0.96,292000,1.06,-50000,695000,287000
202508,21,5150000,5150000,4818000,190000,5200000,5150000,5085000,-50000,-0.96,267000,1.055,-50000,602000,332000
202509,21,5150000,5150000,5105000,30000,5200000,5150000,5037000,-50000,-0.96,-68000,0.987,-50000,567000,45000
202510,21,5150000,5150000,5084000,49000,5200000,5150000,5112000,-50000,-0.96,28000,1.005,-50000,508000,66000
202511,21,5150000,5150000,5056000,39000,5200000,5150000,5176000,-50000,-0.96,120000,1.024,-50000,460000,94000
202512,21,5150000,5150000,4811000,173000,5200000,5150000,5141000,-50000,-0.96,329000,1.068,-50000,401000,339000
202601,21,5150000,5150000,4924000,86000,5200000,5150000,5092000,-50000,-0.96,169000,1.034,-50000,379000,226000
202602,21,5150000,5150000,4881000,136000,5200000,5150000,5015000,-50000,-0.96,133000,1.027,-50000,349000,269000
202603,21,5150000,5150000,4743000,213000,5200000,5150000,5001000,-50000,-0.96,258000,1.054,-50000,316000,407000
202604,21,5150000,5150000,5103000,51000,5200000,5150000,4955000,-50000,-0.96,-148000,0.971,-50000,319000,47000
202605,21,5150000,5150000,4872000,112000,5200000,5150000,4994000,-50000,-0.96,122000,1.025,-50000,287000,278000
202606,21,5150000,5150000,4988000,115000,5200000,5150000,5164000,-50000,-0.96,176000,1.035,-50000,277000,162000
202607,21,5150000,5150000,4874000,157000,5200000,5150000,5020000,-50000,-0.96,146000,1.03,-50000,257000,276000
202608,21,5150000,5150000,5130000,31000,5200000,5150000,5036000,-50000,-0.96,-94000,0.982,-50000,256000,20000
202609,21,5150000,5150000,5089000,54000,5200000,5150000,5159000,-50000,-0.96,70000,1.014,-50000,242000,61000
202610,21,5150000,5150000,5113000,35000,5200000,5150000,5173000,-50000,-0.96,60000,1.012,-50000,232000,37000
202611,21,5150000,5150000,5028000,51000,5200000,5150000,5052000,-50000,-0.96,24000,1.005,-50000,219000,122000
202612,21,5150000,5150000,4934000,130000,5200000,5150000,5123000,-50000,-0.96,189000,1.038,-50000,206000,216000
202501,22,2083000,2083000,2004000,49000,2122000,2073000,2075000,-39000,-1.88,71000,1.036,-39000,2004000,79000
202502,22,2083000,2083000,1934000,73000,2122000,2083000,2062000,-39000,-1.88,128000,1.066,-39000,967000,149000
202503,22,2083000,2083000,2115000,2000,2122000,2083000,2105000,-39000,-1.88,-10000,0.995,-39000,705000,-32000
202504,22,2083000,2083000,2046000,38000,2122000,2083000,2117000,-39000,-1.88,71000,1.035,-39000,512000,37000
202505,22,2083000,2083000,1972000,60000,2122000,2083000,2043000,-39000,-1.88,71000,1.036,-39000,394000,111000
202506,22,2083000,2083000,2007000,58000,2122000,2083000,2060000,-39000,-1.88,53000,1.026,-39000,335000,76000
202507,22,2083000,2083000,2095000,10000,2122000,2083000,2107000,-39000,-1.88,12000,1.006,-39000,299000,-12000
202508,22,2083000,2083000,2014000,41000,2122000,2083000,2090000,-39000,-1.88,75000,1.037,-39000,252000,69000
202509,22,2083000,2083000,2169000,0,2169000,2083000,2113000,-86000,-4.12,-56000,0.974,-86000,241000,-86000
202510,22,2083000,2083000,1922000,100000,2122000,2083000,2052000,-39000,-1.88,130000,1.068,-39000,192000,161000
202511,22,2083000,2083000,1976000,41000,2122000,2083000,2091000,-39000,-1.88,115000,1.058,-39000,180000,107000
202512,22,2083000,2083000,2120000,1000,2122000,2083000,2085000,-39000,-1.88,-35000,0.984,-39000,177000,-37000
202601,22,2083000,2083000,2068000,14000,2122000,2083000,2054000,-39000,-1.88,-13000,0.994,-39000,159000,15000
202602,22,2083000,2083000,1991000,52000,2122000,2083000,2061000,-39000,-1.88,70000,1.035,-39000,142000,92000
202603,22,2083000,2083000,2063000,22000,2122000,2083000,2067000,-39000,-1.88,4000,1.002,-39000,138000,20000
202604,22,2083000,2083000,2135000,0,2135000,2083000,2095000,-52000,-2.48,-39000,0.982,-52000,133000,-52000
202605,22,2083000,2083000,1943000,46000,2122000,2083000,2063000,-39000,-1.88,120000,1.062,-39000,114000,140000
202606,22,2083000,2083000,1917000,66000,2122000,2083000,2050000,-39000,-1.88,133000,1.069,-39000,107000,166000
202607,22,2083000,2083000,2063000,29000,2122000,2083000,2083000,-39000,-1.88,20000,1.01,-39000,109000,20000
202608,22,2083000,2083000,2056000,19000,2122000,2083000,2083000,-39000,-1.88,27000,1.013,-39000,103000,27000
202609,22,2083000,2083000,1962000,87000,2122000,2083000,2079000,-39000,-1.88,116000,1.059,-39000,93000,121000
202610,22,2083000,2083000,2078000,17000,2122000,2083000,2088000,-39000,-1.88,10000,1.005,-39000,94000,5000
202611,22,2083000,2083000,1914000,63000,2122000,2083000,2036000,-39000,-1.88,122000,1.063,-39000,83000,169000
202612,22,2083000,2083000,1912000,75000,2122000,2083000,2022000,-39000,-1.88,110000,1.058,-39000,80000,171000
202501,23,3474000,3474000,0,2013000,3699000,0,0,-225000,-6.47,0,1.0,-225000,0,3474000
202502,23,3474000,3474000,0,1864000,3699000,0,0,-225000,-6.47,0,1.0,-225000,0,3474000
202503,23,3474000,3474000,0,1874000,3699000,0,0,-225000,-6.47,0,1.0,-225000,0,3474000
202504,23,3474000,3474000,0,1613000,3699000,0,0,-225000,-6.47,0,1.0,-225000,0,3474000
202505,23,3474000,3474000,97000,960000,3699000,116000,86000,-225000,-6.47,-10000,0.893,-225000,19000,3377000
202506,23,3474000,3474000,285000,1033000,3699000,366000,269000,-225000,-6.47,-16000,0.944,-225000,47000,3189000
202507,23,3474000,3474000,472000,1231000,3699000,623000,438000,-225000,-6.47,-34000,0.928,-225000,67000,3002000
202508,23,3474000,3474000,657000,764000,3699000,881000,640000,-225000,-6.47,-17000,0.974,-225000,82000,2817000
202509,23,3474000,3474000,922000,1151000,3699000,1130000,796000,-225000,-6.47,-126000,0.863,-225000,102000,2552000
202510,23,3474000,3474000,1046000,1236000,3699000,1388000,999000,-225000,-6.47,-47000,0.955,-225000,105000,2428000
202511,23,3474000,3474000,1346000,1080000,3699000,1637000,1176000,-225000,-6.47,-169000,0.874,-225000,122000,2128000
202512,23,3474000,3474000,1370000,1029000,3699000,1895000,1325000,-225000,-6.47,-45000,0.967,-225000,114000,2104000
202601,23,3474000,3578000,1718000,556000,3699000,2153000,1479000,-120000,-3.37,-239000,0.861,-120000,132000,1860000
202602,23,3474000,3578000,1735000,886000,3699000,2385000,1670000,-120000,-3.37,-65000,0.963,-120000,124000,1844000
202603,23,3474000,3578000,1841000,668000,3699000,2643000,1774000,-120000,-3.37,-67000,0.963,-120000,123000,1737000
202604,23,3474000,3578000,1997000,920000,3699000,2892000,1955000,-120000,-3.37,-42000,0.979,-120000,125000,1581000
202605,23,3474000,3578000,2388000,629000,3699000,3150000,2207000,-120000,-3.37,-181000,0.924,-120000,140000,1190000
202606,23,3474000,3578000,2528000,589000,3699000,3399000,2360000,-120000,-3.37,-168000,0.934,-120000,140000,1050000
202607,23,3474000,3578000,2565000,409000,3699000,3474000,2351000,-120000,-3.37,-214000,0.917,-120000,135000,1014000
202608,23,3474000,3578000,2356000,442000,3699000,3474000,2300000,-120000,-3.37,-56000,0.976,-120000,118000,1222000
202609,23,3474000,3578000,2619000,470000,3699000,3474000,2295000,-120000,-3.37,-324000,0.876,-120000,125000,959000
202610,23,3474000,3578000,2515000,297000,3699000,3474000,2324000,-120000,-3.37,-191000,0.924,-120000,114000,1064000
202611,23,3474000,3578000,2464000,642000,3699000,3474000,2355000,-120000,-3.37,-109000,0.956,-120000,107000,1114000
202612,23,3474000,3578000,2648000,378000,3699000,3474000,2364000,-120000,-3.37,-284000,0.893,-120000,110000,930000
202501,24,4672000,4672000,0,2574000,4709000,0,0,-37000,-0.79,0,1.0,-37000,0,4672000
202502,24,4672000,4672000,0,2523000,4709000,0,0,-37000,-0.79,0,1.0,-37000,0,4672000
202503,24,4672000,4672000,0,1402000,4709000,0,0,-37000,-0.79,0,1.0,-37000,0,4672000
202504,24,4672000,4672000,0,1692000,4709000,0,0,-37000,-0.79,0,1.0,-37000,0,4672000
202505,24,4672000,4672000,0,1787000,4709000,0,0,-37000,-0.79,0,1.0,-37000,0,4672000
202506,24,4672000,4672000,0,1299000,4709000,0,0,-37000,-0.79,0,1.0,-37000,0,4672000
202507,24,4672000,4672000,0,1858000,4709000,0,0,-37000,-0.79,0,1.0,-37000,0,4672000
202508,24,4672000,4672000,0,1912000,4709000,0,0,-37000,-0.79,0,1.0,-37000,0,4672000
202509,24,4672000,4672000,0,1793000,4709000,0,0,-37000,-0.79,0,1.0,-37000,0,4672000
202510,24,4672000,4672000,0,2047000,4709000,0,0,-37000,-0.79,0,1.0,-37000,0,4672000
202511,24,4672000,4672000,0,1495000,4709000,0,0,-37000,-0.79,0,1.0,-37000,0,4672000
202512,24,4672000,4672000,0,1689000,4709000,0,0,-37000,-0.79,0,1.0,-37000,0,4672000
202601,24,4672000,4672000,0,1450000,4709000,0,0,-37000,-0.79,0,1.0,-37000,0,4672000
202602,24,4672000,4672000,102000,2112000,4709000,108000,107000,-37000,-0.79,5000,1.048,-37000,7000,4570000
202603,24,4672000,4672000,240000,2090000,4709000,254000,251000,-37000,-0.79,11000,1.045,-37000,16000,4432000
202604,24,4672000,4672000,382000,2085000,4709000,395000,392000,-37000,-0.79,10000,1.026,-37000,24000,4290000
202605,24,4672000,4672000,507000,1262000,4709000,541000,529000,-37000,-0.79,22000,1.044,-37000,30000,4165000
202606,24,4672000,4672000,608000,1122000,4709000,682000,649000,-37000,-0.79,41000,1.067,-37000,34000,4064000
202607,24,4672000,4672000,789000,1797000,4709000,828000,821000,-37000,-0.79,32000,1.041,-37000,42000,3883000
202608,24,4672000,4672000,927000,1412000,4709000,974000,931000,-37000,-0.79,4000,1.004,-37000,46000,3745000
202609,24,4672000,4672000,1110000,950000,4709000,1115000,1106000,-37000,-0.79,-4000,0.996,-37000,53000,3562000
202610,24,4672000,4672000,1158000,1645000,4709000,1261000,1216000,-37000,-0.79,58000,1.05,-37000,53000,3514000
202611,24,4672000,4672000,1351000,1186000,4709000,1402000,1369000,-37000,-0.79,18000,1.013,-37000,59000,3321000
202612,24,4672000,4672000,1518000,1357000,4709000,1548000,1504000,-37000,-0.79,-14000,0.991,-37000,63000,3154000
202501,25,2763000,2763000,1549000,691000,3297000,1288000,1263000,-534000,-19.32,-287000,0.815,-534000,1549000,1214000
202502,25,2763000,2763000,1624000,662000,3297000,1383000,1336000,-534000,-19.32,-289000,0.822,-534000,812000,1139000
202503,25,2763000,2763000,1657000,472000,3297000,1489000,1449000,-534000,-19.32,-208000,0.875,-534000,552000,1106000
202504,25,2763000,2763000,1899000,762000,3297000,1591000,1571000,-534000,-19.32,-328000,0.827,-534000,475000,864000
202505,25,2763000,2763000,1843000,710000,3297000,1696000,1622000,-534000,-19.32,-222000,0.88,-534000,369000,920000
202506,25,2763000,2763000,2024000,565000,3297000,1798000,1776000,-534000,-19.32,-249000,0.877,-534000,337000,739000
202507,25,2763000,2763000,2172000,460000,3297000,1903000,1882000,-534000,-19.32,-290000,0.867,-534000,310000,591000
202508,25,2763000,2763000,2181000,429000,3297000,2009000,1939000,-534000,-19.32,-241000,0.889,-534000,273000,582000
202509,25,2763000,2763000,2374000,497000,3297000,2110000,2090000,-534000,-19.32,-284000,0.881,-534000,264000,389000
202510,25,2763000,2763000,2537000,329000,3297000,2216000,2120000,-534000,-19.32,-416000,0.836,-534000,254000,226000
202511,25,2763000,2763000,2596000,256000,3297000,2318000,2284000,-534000,-19.32,-312000,0.88,-534000,236000,167000
202512,25,2763000,2763000,2866000,149000,3297000,2423000,2385000,-534000,-19.32,-481000,0.832,-534000,239000,-103000
202601,25,2763000,2846000,2661000,277000,3297000,2529000,2421000,-451000,-15.84,-240000,0.91,-451000,205000,185000
202602,25,2763000,2846000,2906000,200000,3297000,2624000,2513000,-451000,-15.84,-393000,0.865,-451000,208000,-60000
202603,25,2763000,2846000,3286000,4000,3297000,2729000,2601000,-451000,-15.84,-685000,0.792,-451000,219000,-440000
202604,25,2763000,2846000,3225000,37000,3297000,2763000,2685000,-451000,-15.84,-541000,0.832,-451000,202000,-380000
202605,25,2763000,2846000,3399000,0,3399000,2763000,2720000,-554000,-19.45,-680000,0.8,-554000,200000,-554000
202606,25,2763000,2846000,3166000,38000,3297000,2763000,2612000,-451000,-15.84,-554000,0.825,-451000,176000,-320000
202607,25,2763000,2846000,3072000,115000,3297000,2763000,2651000,-451000,-15.84,-421000,0.863,-451000,162000,-226000
202608,25,2763000,2846000,3316000,0,3316000,2763000,2680000,-470000,-16.51,-636000,0.808,-470000,166000,-470000
202609,25,2763000,2846000,3165000,38000,3297000,2763000,2632000,-451000,-15.84,-533000,0.832,-451000,151000,-319000
202610,25,2763000,2846000,3181000,38000,3297000,2763000,2644000,-451000,-15.84,-537000,0.831,-451000,145000,-335000
202611,25,2763000,2846000,2999000,152000,3297000,2763000,2627000,-451000,-15.84,-372000,0.876,-451000,130000,-153000
202612,25,2763000,2846000,3448000,0,3448000,2763000,2700000,-602000,-21.16,-748000,0.783,-602000,144000,-602000
202501,26,17675000,17675000,0,7571000,19281000,0,0,-1606000,-9.09,0,1.0,-1606000,0,17675000
202502,26,17675000,17675000,0,7551000,19281000,0,0,-1606000,-9.09,0,1.0,-1606000,0,17675000
202503,26,17675000,17675000,0,6038000,19281000,0,0,-1606000,-9.09,0,1.0,-1606000,0,17675000
202504,26,17675000,17675000,0,7500000,19281000,0,0,-1606000,-9.09,0,1.0,-1606000,0,17675000
202505,26,17675000,17675000,0,5000000,19281000,0,0,-1606000,-9.09,0,1.0,-1606000,0,17675000
202506,26,17675000,17675000,0,6659000,19281000,0,0,-1606000,-9.09,0,1.0,-1606000,0,17675000
202507,26,17675000,17675000,0,6464000,19281000,0,0,-1606000,-9.09,0,1.0,-1606000,0,17675000
202508,26,17675000,17675000,0,6770000,19281000,0,0,-1606000,-9.09,0,1.0,-1606000,0,17675000
202509,26,17675000,17675000,0,5530000,19281000,0,0,-1606000,-9.09,0,1.0,-1606000,0,17675000
202510,26,17675000,17675000,0,9011000,19281000,0,0,-1606000,-9.09,0,1.0,-1606000,0,17675000
202511,26,17675000,17675000,0,8511000,19281000,0,0,-1606000,-9.09,0,1.0,-1606000,0,17675000
202512,26,17675000,17675000,0,4871000,19281000,0,0,-1606000,-9.09,0,1.0,-1606000,0,17675000
202601,26,17675000,17675000,490000,5112000,19281000,563000,437000,-1606000,-9.09,-53000,0.892,-1606000,38000,17185000
202602,26,17675000,17675000,1592000,9346000,19281000,1875000,1465000,-1606000,-9.09,-127000,0.92,-1606000,114000,16083000
202603,26,17675000,17675000,3198000,8145000,19281000,3329000,2815000,-1606000,-9.09,-384000,0.88,-1606000,213000,14477000
202604,26,17675000,17675000,4549000,5160000,19281000,4735000,4003000,-1606000,-9.09,-546000,0.88,-1606000,284000,13126000
202605,26,17675000,17675000,5956000,6868000,19281000,6189000,5278000,-1606000,-9.09,-677000,0.886,-1606000,350000,11719000
202606,26,17675000,17675000,7395000,4932000,19281000,7595000,6763000,-1606000,-9.09,-632000,0.915,-1606000,411000,10280000
202607,26,17675000,17675000,9005000,2598000,19281000,9048000,8339000,-1606000,-9.09,-666000,0.926,-1606000,474000,8670000
202608,26,17675000,17675000,10558000,2351000,19281000,10502000,9766000,-1606000,-9.09,-792000,0.925,-1606000,528000,7117000
202609,26,17675000,17675000,12151000,2969000,19281000,11908000,11289000,-1606000,-9.09,-862000,0.929,-1606000,579000,5524000
202610,26,17675000,17675000,13943000,1612000,19281000,13362000,12991000,-1606000,-9.09,-951000,0.932,-1606000,634000,3732000
202611,26,17675000,17675000,15493000,2081000,19281000,14768000,14476000,-1606000,-9.09,-1017000,0.934,-1606000,674000,2182000
202612,26,17675000,17675000,16778000,1045000,19281000,16222000,16059000,-1606000,-9.09,-719000,0.957,-1606000,699000,897000
202501,27,1788000,1788000,1835000,0,1835000,1788000,1880000,-47000,-2.65,45000,1.025,-47000,1835000,-47000
202502,27,1788000,1788000,1835000,0,1835000,1788000,1861000,-47000,-2.65,26000,1.014,-47000,918000,-47000
202503,27,1788000,1788000,1835000,0,1835000,1788000,1847000,-47000,-2.65,12000,1.006,-47000,612000,-47000
202504,27,1788000,1788000,1814000,0,1814000,1788000,1828000,-26000,-1.43,14000,1.008,-26000,453000,-26000
202505,27,1788000,1788000,1793000,0,1793000,1788000,1848000,-5000,-0.26,55000,1.031,-5000,359000,-5000
202506,27,1788000,1788000,1830000,0,1830000,1788000,1824000,-42000,-2.34,-6000,0.997,-42000,305000,-42000
202507,27,1788000,1788000,1740000,3000,1748000,1788000,1808000,40000,2.24,68000,1.039,40000,249000,48000
202508,27,1788000,1788000,1817000,0,1817000,1788000,1847000,-29000,-1.6,31000,1.017,-29000,227000,-29000
202509,27,1788000,1788000,1835000,0,1835000,1788000,1838000,-47000,-2.65,3000,1.002,-47000,204000,-47000
202510,27,1788000,1788000,1713000,10000,1748000,1788000,1797000,40000,2.24,85000,1.049,40000,171000,75000
202511,27,1788000,1788000,1759000,0,1759000,1788000,1878000,29000,1.62,119000,1.068,29000,160000,29000
202512,27,1788000,1788000,1835000,0,1835000,1788000,1829000,-47000,-2.65,-6000,0.997,-47000,153000,-47000
202601,27,1788000,1788000,1835000,0,1835000,1788000,1858000,-47000,-2.65,23000,1.012,-47000,141000,-47000
202602,27,1788000,1788000,1708000,13000,1748000,1788000,1813000,40000,2.24,105000,1.061,40000,122000,80000
202603,27,1788000,1788000,1818000,0,1818000,1788000,1839000,-30000,-1.7,20000,1.011,-30000,121000,-30000
202604,27,1788000,1788000,1767000,0,1767000,1788000,1776000,21000,1.15,9000,1.005,21000,110000,21000
202605,27,1788000,1788000,1744000,2000,1748000,1788000,1786000,40000,2.24,42000,1.024,40000,103000,44000
202606,27,1788000,1788000,1835000,0,1835000,1788000,1850000,-47000,-2.65,15000,1.008,-47000,102000,-47000
202607,27,1788000,1788000,1808000,0,1808000,1788000,1798000,-20000,-1.09,-10000,0.995,-20000,95000,-20000
202608,27,1788000,1788000,1743000,3000,1748000,1788000,1816000,40000,2.24,73000,1.042,40000,87000,45000
202609,27,1788000,1788000,1787000,0,1787000,1788000,1833000,1000,0.04,46000,1.025,1000,85000,1000
202610,27,1788000,1788000,1835000,0,1835000,1788000,1849000,-47000,-2.65,13000,1.007,-47000,83000,-47000
202611,27,1788000,1788000,1808000,0,1808000,1788000,1818000,-20000,-1.12,10000,1.006,-20000,79000,-20000
202612,27,1788000,1788000,1835000,0,1835000,1788000,1864000,-47000,-2.65,28000,1.015,-47000,76000,-47000
202501,28,4340000,4340000,3011000,605000,4128000,3055000,3020000,212000,4.88,10000,1.003,212000,3011000,1329000
202502,28,4340000,4340000,3345000,220000,4128000,3385000,3448000,212000,4.88,103000,1.031,212000,1672000,995000
202503,28,4340000,4340000,3808000,97000,4128000,3750000,3807000,212000,4.88,-1000,1.0,212000,1269000,532000
202504,28,4340000,4340000,4042000,22000,4128000,4104000,4193000,212000,4.88,151000,1.037,212000,1011000,298000
202505,28,4340000,4340000,4159000,0,4159000,4340000,4230000,181000,4.17,71000,1.017,181000,832000,181000
202506,28,4340000,4340000,4099000,14000,4128000,4340000,4233000,212000,4.88,134000,1.033,212000,683000,241000
202507,28,4340000,4340000,4068000,31000,4128000,4340000,4253000,212000,4.88,186000,1.046,212000,581000,272000
202508,28,4340000,4340000,4148000,0,4148000,4340000,4361000,192000,4.41,212000,1.051,192000,519000,192000
202509,28,4340000,4340000,4335000,0,4335000,4340000,4378000,5000,0.12,43000,1.01,5000,482000,5000
202510,28,4340000,4340000,4181000,0,4181000,4340000,4380000,159000,3.66,199000,1.048,159000,418000,159000
202511,28,4340000,4340000,4335000,0,4335000,4340000,4435000,5000,0.12,101000,1.023,5000,394000,5000
202512,28,4340000,4340000,4335000,0,4335000,4340000,4427000,5000,0.12,92000,1.021,5000,361000,5000
202601,28,4340000,4340000,4080000,19000,4128000,4340000,4333000,212000,4.88,253000,1.062,212000,314000,260000
202602,28,4340000,4340000,4073000,26000,4128000,4340000,4288000,212000,4.88,215000,1.053,212000,291000,267000
202603,28,4340000,4340000,3961000,49000,4128000,4340000,4237000,212000,4.88,276000,1.07,212000,264000,379000
202604,28,4340000,4340000,4177000,0,4177000,4340000,4352000,163000,3.76,175000,1.042,163000,261000,163000
202605,28,4340000,4340000,4305000,0,4305000,4340000,4335000,35000,0.8,29000,1.007,35000,253000,35000
202606,28,4340000,4340000,4335000,0,4335000,4340000,4341000,5000,0.12,6000,1.001,5000,241000,5000
202607,28,4340000,4340000,4316000,0,4316000,4340000,4422000,24000,0.55,106000,1.025,24000,227000,24000
202608,28,4340000,4340000,4335000,0,4335000,4340000,4234000,5000,0.12,-101000,0.977,5000,217000,5000
202609,28,4340000,4340000,4222000,0,4222000,4340000,4379000,118000,2.73,157000,1.037,118000,201000,118000
202610,28,4340000,4340000,4297000,0,4297000,4340000,4438000,43000,0.99,141000,1.033,43000,195000,43000
202611,28,4340000,4340000,4023000,46000,4128000,4340000,4242000,212000,4.88,219000,1.054,212000,175000,317000
202612,28,4340000,4340000,4335000,0,4335000,4340000,4323000,5000,0.12,-12000,0.997,5000,181000,5000
202501,29,2961000,2961000,558000,628000,3029000,578000,585000,-68000,-2.29,27000,1.049,-68000,558000,2403000
202502,29,2961000,2961000,781000,786000,3029000,820000,835000,-68000,-2.29,53000,1.068,-68000,391000,2180000
202503,29,2961000,2961000,1131000,680000,3029000,1088000,1141000,-68000,-2.29,9000,1.008,-68000,377000,1830000
202504,29,2961000,2961000,1416000,817000,3029000,1347000,1418000,-68000,-2.29,2000,1.001,-68000,354000,1545000
202505,29,2961000,2961000,1592000,767000,3029000,1614000,1698000,-68000,-2.29,106000,1.067,-68000,318000,1369000
202506,29,2961000,2961000,1925000,358000,3029000,1873000,1924000,-68000,-2.29,-1000,1.0,-68000,321000,1036000
202507,29,2961000,2961000,2189000,242000,3029000,2141000,2178000,-68000,-2.29,-11000,0.995,-68000,313000,772000
202508,29,2961000,2961000,2384000,350000,3029000,2409000,2480000,-68000,-2.29,96000,1.04,-68000,298000,577000
202509,29,2961000,2961000,2631000,195000,3029000,2667000,2807000,-68000,-2.29,176000,1.067,-68000,292000,330000
202510,29,2961000,2961000,3033000,0,3033000,2935000,3010000,-72000,-2.42,-23000,0.992,-72000,303000,-72000
202511,29,2961000,2961000,2908000,42000,3029000,2961000,3012000,-68000,-2.29,104000,1.036,-68000,264000,53000
202512,29,2961000,2961000,3009000,7000,3029000,2961000,3008000,-68000,-2.29,-1000,1.0,-68000,251000,-48000
202601,29,2961000,2961000,2860000,64000,3029000,2961000,3046000,-68000,-2.29,186000,1.065,-68000,220000,101000
202602,29,2961000,2961000,3018000,4000,3029000,2961000,2985000,-68000,-2.29,-33000,0.989,-68000,216000,-57000
202603,29,2961000,2961000,3102000,0,3102000,2961000,3074000,-141000,-4.76,-28000,0.991,-141000,207000,-141000
202604,29,2961000,2961000,2829000,84000,3029000,2961000,3023000,-68000,-2.29,193000,1.068,-68000,177000,132000
202605,29,2961000,2961000,2851000,97000,3029000,2961000,3027000,-68000,-2.29,176000,1.062,-68000,168000,110000
202606,29,2961000,2961000,2870000,42000,3029000,2961000,3069000,-68000,-2.29,199000,1.069,-68000,159000,91000
202607,29,2961000,2961000,2912000,30000,3029000,2961000,3112000,-68000,-2.29,200000,1.069,-68000,153000,49000
202608,29,2961000,2961000,2955000,24000,3029000,2961000,3052000,-68000,-2.29,97000,1.033,-68000,148000,6000
202609,29,2961000,2961000,3148000,0,3148000,2961000,3122000,-187000,-6.33,-26000,0.992,-187000,150000,-187000
202610,29,2961000,2961000,2972000,31000,3029000,2961000,3077000,-68000,-2.29,105000,1.035,-68000,135000,-11000
202611,29,2961000,2961000,3012000,5000,3029000,2961000,2994000,-68000,-2.29,-18000,0.994,-68000,131000,-51000
202612,29,2961000,2961000,2904000,54000,3029000,2961000,3060000,-68000,-2.29,156000,1.054,-68000,121000,57000
202501,30,2978000,2978000,2140000,628000,3687000,1960000,1956000,-709000,-23.82,-184000,0.914,-709000,2140000,838000
202502,30,2978000,2978000,2633000,558000,3687000,2125000,2079000,-709000,-23.82,-554000,0.79,-709000,1317000,345000
202503,30,2978000,2978000,2820000,242000,3687000,2307000,2334000,-709000,-23.82,-486000,0.828,-709000,940000,158000
202504,30,2978000,2978000,3040000,295000,3687000,2484000,2424000,-709000,-23.82,-617000,0.797,-709000,760000,-62000
202505,30,2978000,2978000,2921000,385000,3687000,2666000,2670000,-709000,-23.82,-250000,0.914,-709000,584000,57000
202506,30,2978000,2978000,3362000,151000,3687000,2843000,2811000,-709000,-23.82,-551000,0.836,-709000,560000,-384000
202507,30,2978000,2978000,3680000,2000,3687000,2978000,2911000,-709000,-23.82,-770000,0.791,-709000,526000,-702000
202508,30,2978000,2978000,3286000,174000,3687000,2978000,2951000,-709000,-23.82,-335000,0.898,-709000,411000,-308000
202509,30,2978000,2978000,3866000,0,3866000,2978000,3021000,-888000,-29.82,-845000,0.781,-888000,430000,-888000
202510,30,2978000,2978000,3257000,218000,3687000,2978000,2916000,-709000,-23.82,-341000,0.895,-709000,326000,-279000
202511,30,2978000,2978000,3491000,76000,3687000,2978000,2936000,-709000,-23.82,-556000,0.841,-709000,317000,-513000
202512,30,2978000,2978000,3526000,43000,3687000,2978000,2977000,-709000,-23.82,-550000,0.844,-709000,294000,-548000
202601,30,2978000,3067000,3752000,0,3752000,2978000,2966000,-685000,-22.32,-786000,0.791,-685000,289000,-685000
202602,30,2978000,3067000,3667000,9000,3687000,2978000,2942000,-620000,-20.22,-724000,0.802,-620000,262000,-600000
202603,30,2978000,3067000,3601000,41000,3687000,2978000,2977000,-620000,-20.22,-624000,0.827,-620000,240000,-533000
202604,30,2978000,3067000,3599000,25000,3687000,2978000,2906000,-620000,-20.22,-693000,0.807,-620000,225000,-532000
202605,30,2978000,3067000,3794000,0,3794000,2978000,3021000,-726000,-23.68,-772000,0.796,-726000,223000,-726000
202606,30,2978000,3067000,3704000,0,3704000,2978000,2927000,-636000,-20.75,-777000,0.79,-636000,206000,-636000
202607,30,2978000,3067000,3593000,38000,3687000,2978000,2951000,-620000,-20.22,-642000,0.821,-620000,189000,-525000
202608,30,2978000,3067000,3407000,130000,3687000,2978000,3025000,-620000,-20.22,-382000,0.888,-620000,170000,-340000
202609,30,2978000,3067000,3667000,8000,3687000,2978000,2907000,-620000,-20.22,-760000,0.793,-620000,175000,-600000
202610,30,2978000,3067000,3546000,52000,3687000,2978000,2993000,-620000,-20.22,-553000,0.844,-620000,161000,-479000
202611,30,2978000,3067000,3811000,0,3811000,2978000,2994000,-744000,-24.25,-818000,0.785,-744000,166000,-744000
202612,30,2978000,3067000,3202000,153000,3687000,2978000,2930000,-620000,-20.22,-272000,0.915,-620000,133000,-135000
