period_id,project_id,financial_health_score,schedule_health_score,risk_health_score,resource_health_score,overall_health_score,health_status,strategic_importance_score,executive_attention_score,executive_attention_flag
202501,37,82.0,91.1,100,64.8,85.8,Healthy,60.5,30.4,No
202502,37,82.0,89.6,100,55.9,83.6,Healthy,60.5,31.9,No
202503,37,82.4,87.4,100,52.9,82.4,Healthy,60.5,32.6,No
202504,37,82.2,89.0,100,50.4,82.3,Healthy,60.5,32.7,No
202505,37,81.0,91.6,100,49.5,82.6,Healthy,60.5,32.5,No
202506,37,91.7,86.1,100,54.1,84.6,Healthy,60.5,31.2,No
202507,37,83.2,92.5,100,54.2,84.4,Healthy,60.5,31.3,No
202508,37,82.3,86.6,100,59.0,83.3,Healthy,60.5,32.0,No
202509,37,90.8,86.4,93.1,66.7,85.3,Healthy,60.5,30.8,No
202510,37,85.2,89.9,100,63.5,86.0,Healthy,60.5,30.3,No
202511,37,77.8,88.4,100,64.5,83.9,Healthy,60.5,31.7,No
202512,37,79.4,93.6,100,55.3,84.0,Healthy,60.5,31.6,No
202601,37,88.3,93.2,100,55.8,86.2,Healthy,60.5,30.1,No
202602,37,86.6,92.4,100,41.5,82.7,Healthy,60.5,32.4,No
202603,37,89.8,91.3,100,41.6,83.2,Healthy,60.5,32.1,No
202604,37,79.0,87.5,100,37.7,78.5,Watch,60.5,35.1,No
202605,37,93.2,89.2,100,37.2,82.5,Healthy,60.5,32.5,No
202606,37,82.9,88.2,72.4,37.9,72.9,Watch,60.5,38.8,No
202607,37,87.5,87.7,100,42.9,81.8,Healthy,60.5,33.0,No
202608,37,86.9,85.2,100,49.7,82.2,Healthy,60.5,32.7,No
202609,37,77.9,94.2,100,54.3,83.6,Healthy,60.5,31.8,No
202610,37,84.3,90.8,100,47.0,82.7,Healthy,60.5,32.4,No
202611,37,79.4,91.9,100,53.8,83.2,Healthy,60.5,32.1,No
202612,37,84.9,92.9,100,48.7,83.9,Healthy,60.5,31.7,No
202501,38,82.0,88.7,100,92.2,90.5,Healthy,90.0,37.6,No
202502,38,82.0,87.8,100,85.9,89.0,Healthy,90.0,38.6,No
202503,38,82.0,87.9,100,77.9,87.5,Healthy,90.0,39.7,No
202504,38,82.0,84.8,100,81.8,87.3,Healthy,90.0,39.8,No
202505,38,82.0,85.6,100,77.1,86.6,Healthy,90.0,40.2,No
202506,38,82.0,87.0,72.4,85.1,81.7,Healthy,90.0,43.4,No
202507,38,82.0,89.1,100,85.3,89.3,Healthy,90.0,38.5,No
202508,38,82.0,88.6,100,90.1,90.1,Healthy,90.0,37.9,No
202509,38,82.0,91.8,100,92.1,91.5,Healthy,90.0,37.0,No
202510,38,59.4,86.5,100,98.2,85.4,Healthy,90.0,41.0,No
202511,38,54.5,90.8,100,92.4,84.3,Healthy,90.0,41.7,No
202512,38,67.0,92.4,100,88.2,87.1,Healthy,90.0,39.9,No
202601,38,49.2,92.1,100,83.8,81.7,Healthy,90.0,43.4,No
202602,38,54.0,86.2,100,73.3,79.0,Watch,90.0,45.1,No
202603,38,63.3,91.2,55.2,71.9,71.4,Watch,90.0,50.1,No
202604,38,59.8,87.0,100,67.7,79.6,Watch,90.0,44.8,No
202605,38,53.3,88.0,100,69.7,78.7,Watch,90.0,45.4,No
202606,38,65.8,91.6,100,67.9,82.5,Healthy,90.0,42.9,No
202607,38,49.9,88.6,100,71.8,78.4,Watch,90.0,45.5,No
202608,38,59.9,89.1,100,81.9,83.1,Healthy,90.0,42.5,No
202609,38,54.8,90.8,81.6,80.4,77.4,Watch,90.0,46.2,No
202610,38,50.4,90.8,55.2,83.0,70.2,Watch,90.0,50.9,No
202611,38,65.0,92.4,100,78.0,84.6,Healthy,90.0,41.5,No
202612,38,49.1,85.9,90.8,72.5,75.2,Watch,90.0,47.6,No
202501,39,80.0,97.7,100,92.2,92.8,Healthy,88.5,35.7,No
202502,39,89.6,97.1,100,85.9,93.7,Healthy,88.5,35.1,No
202503,39,79.2,99.5,100,77.9,90.3,Healthy,88.5,37.3,No
202504,39,78.9,100,100,81.8,91.1,Healthy,88.5,36.8,No
202505,39,92.8,93.8,100,77.1,91.8,Healthy,88.5,36.3,No
202506,39,83.6,94.4,100,85.1,91.2,Healthy,88.5,36.7,No
202507,39,83.6,98.7,100,85.3,92.6,Healthy,88.5,35.8,No
202508,39,80.6,94.6,100,90.1,91.5,Healthy,88.5,36.5,No
202509,39,78.8,98.4,100,92.1,92.6,Healthy,88.5,35.8,No
202510,39,86.8,97.2,100,98.2,95.5,Healthy,88.5,33.9,No
202511,39,91.2,94.8,100,92.4,94.7,Healthy,88.5,34.4,No
202512,39,81.7,97.5,100,88.2,92.3,Healthy,88.5,36.0,No
202601,39,83.9,95.5,100,83.8,91.4,Healthy,88.5,36.6,No
202602,39,86.2,95.3,100,73.3,89.8,Healthy,88.5,37.6,No
202603,39,82.1,93.4,90.8,71.9,85.6,Healthy,88.5,40.3,No
202604,39,90.6,100,100,67.7,91.2,Healthy,88.5,36.7,No
202605,39,87.0,99.3,100,69.7,90.5,Healthy,88.5,37.2,No
202606,39,85.9,93.7,100,67.9,88.2,Healthy,88.5,38.7,No
202607,39,81.2,96.5,86.2,71.8,85.2,Healthy,88.5,40.6,No
202608,39,91.5,99.9,100,81.9,94.2,Healthy,88.5,34.7,No
202609,39,83.0,98.9,100,80.4,91.5,Healthy,88.5,36.5,No
202610,39,78.2,95.3,100,83.0,89.7,Healthy,88.5,37.6,No
202611,39,88.1,95.2,100,78.0,91.2,Healthy,88.5,36.7,No
202612,39,88.1,98.7,100,72.5,91.1,Healthy,88.5,36.7,No
202501,40,53.4,91.2,79.3,70.3,74.6,Watch,82.0,45.2,No
202502,40,49.7,90.1,100,60.8,76.6,Watch,82.0,43.9,No
202503,40,48.1,93.2,100,58.7,76.7,Watch,82.0,43.8,No
202504,40,66.7,92.0,100,58.2,80.9,Healthy,82.0,41.1,No
202505,40,68.5,84.9,100,51.8,78.0,Watch,82.0,43.0,No
202506,40,54.9,90.3,100,60.2,77.9,Watch,82.0,43.1,No
202507,40,57.9,92.1,72.4,61.3,72.5,Watch,82.0,46.6,No
202508,40,55.4,91.2,100,65.9,79.4,Watch,82.0,42.1,No
202509,40,52.9,87.2,86.2,70.7,75.1,Watch,82.0,44.9,No
202510,40,63.3,92.2,86.2,70.9,79.2,Watch,82.0,42.2,No
202511,40,54.6,86.8,100,69.4,78.6,Watch,82.0,42.6,No
202512,40,50.0,86.3,100,61.5,75.7,Watch,82.0,44.5,No
202601,40,62.3,85.9,100,60.5,78.5,Watch,82.0,42.7,No
202602,40,55.8,90.2,100,46.1,75.2,Watch,82.0,44.8,No
202603,40,52.2,91.1,72.4,44.1,67.3,Watch,82.0,49.9,No
202604,40,65.4,85.9,100,40.8,75.3,Watch,82.0,44.8,No
202605,40,66.6,85.2,100,46.0,76.4,Watch,82.0,44.0,No
202606,40,60.4,87.2,77.0,45.8,69.7,Watch,82.0,48.4,No
202607,40,66.2,87.0,100,50.7,77.8,Watch,82.0,43.1,No
202608,40,57.7,93.3,100,59.2,79.3,Watch,82.0,42.2,No
202609,40,56.7,92.0,100,58.1,78.4,Watch,82.0,42.7,No
202610,40,54.9,88.7,100,48.0,74.9,Watch,82.0,45.0,No
202611,40,55.0,89.7,100,58.2,77.3,Watch,82.0,43.5,No
202612,40,54.8,84.8,100,52.7,74.7,Watch,82.0,45.2,No
202501,41,86.0,99.9,100,96.1,95.7,Healthy,81.0,31.2,No
202502,41,81.1,99.3,100,82.9,91.6,Healthy,81.0,33.8,No
202503,41,84.5,95.3,100,78.8,90.5,Healthy,81.0,34.5,No
202504,41,93.2,95.0,100,85.8,93.9,Healthy,81.0,32.3,No
202505,41,81.3,95.8,100,78.5,89.8,Healthy,81.0,35.0,No
202506,41,88.9,97.5,100,85.4,93.6,Healthy,81.0,32.5,No
202507,41,81.4,94.9,100,90.0,91.8,Healthy,81.0,33.7,No
202508,41,84.2,93.9,100,98.5,93.9,Healthy,81.0,32.3,No
202509,41,87.2,100,100,99.3,96.7,Healthy,81.0,30.5,No
202510,41,91.8,95.1,100,99.3,96.3,Healthy,81.0,30.7,No
202511,41,90.4,95.4,100,92.2,94.7,Healthy,81.0,31.8,No
202512,41,80.2,92.5,100,88.9,90.6,Healthy,81.0,34.5,No
202601,41,90.9,99.0,100,85.1,94.4,Healthy,81.0,32.0,No
202602,41,92.6,97.7,100,80.7,93.6,Healthy,81.0,32.5,No
202603,41,87.9,97.5,100,72.4,90.7,Healthy,81.0,34.4,No
202604,41,79.1,95.7,97.7,66.0,86.1,Healthy,81.0,37.4,No
202605,41,81.6,94.0,100,74.8,88.6,Healthy,81.0,35.8,No
202606,41,87.9,91.4,100,67.6,87.9,Healthy,81.0,36.2,No
202607,41,81.1,94.3,100,75.2,88.6,Healthy,81.0,35.8,No
202608,41,89.9,95.1,100,84.5,92.9,Healthy,81.0,33.0,No
202609,41,89.5,100,100,79.1,93.2,Healthy,81.0,32.8,No
202610,41,81.8,92.9,100,81.3,89.6,Healthy,81.0,35.1,No
202611,41,81.0,95.6,100,83.4,90.6,Healthy,81.0,34.5,No
202612,41,86.0,95.8,100,75.0,90.3,Healthy,81.0,34.7,No
202501,42,82.0,95.6,100,70.3,88.3,Healthy,78.5,35.1,No
202502,42,82.0,96.3,100,60.8,86.5,Healthy,78.5,36.2,No
202503,42,82.0,92.5,100,58.7,85.0,Healthy,78.5,37.2,No
202504,42,82.0,97.7,100,58.2,86.4,Healthy,78.5,36.3,No
202505,42,82.0,95.0,100,51.8,84.3,Healthy,78.5,37.7,No
202506,42,82.0,99.6,100,60.2,87.4,Healthy,78.5,35.7,No
202507,42,82.0,94.9,100,61.3,86.2,Healthy,78.5,36.4,No
202508,42,82.0,93.1,100,65.9,86.6,Healthy,78.5,36.2,No
202509,42,82.0,96.7,100,70.7,88.7,Healthy,78.5,34.8,No
202510,42,82.0,92.9,100,70.9,87.5,Healthy,78.5,35.6,No
202511,42,82.0,92.9,90.8,69.4,85.0,Healthy,78.5,37.3,No
202512,42,82.0,92.7,100,61.5,85.6,Healthy,78.5,36.8,No
202601,42,82.0,95.9,100,60.5,86.4,Healthy,78.5,36.3,No
202602,42,85.9,92.0,100,46.1,83.3,Healthy,78.5,38.3,No
202603,42,84.4,91.5,100,44.1,82.4,Healthy,78.5,38.9,No
202604,42,81.4,90.5,100,40.8,80.7,Healthy,78.5,40.1,No
202605,42,81.7,89.7,100,46.0,81.5,Healthy,78.5,39.5,No
202606,42,86.1,97.1,100,45.8,84.8,Healthy,78.5,37.3,No
202607,42,79.8,94.5,100,50.7,83.4,Healthy,78.5,38.2,No
202608,42,78.9,92.2,100,59.2,84.2,Healthy,78.5,37.7,No
202609,42,82.7,95.4,100,58.1,85.9,Healthy,78.5,36.6,No
202610,42,85.5,95.7,100,48.0,84.7,Healthy,78.5,37.4,No
202611,42,91.3,96.2,100,58.2,88.3,Healthy,78.5,35.1,No
202612,42,85.3,92.7,79.3,52.7,79.5,Watch,78.5,40.8,No
202501,43,86.6,98.1,100,70.3,90.1,Healthy,69.5,30.7,No
202502,43,79.5,98.6,100,60.8,86.6,Healthy,69.5,33.0,No
202503,43,83.7,100,86.2,58.7,84.2,Healthy,69.5,34.6,No
202504,43,86.9,96.1,100,58.2,87.2,Healthy,69.5,32.6,No
202505,43,87.1,98.2,100,51.8,86.6,Healthy,69.5,33.1,No
202506,43,85.7,94.6,100,60.2,86.8,Healthy,69.5,32.9,No
202507,43,79.3,100,100,61.3,87.1,Healthy,69.5,32.7,No
202508,43,81.2,100,100,65.9,88.5,Healthy,69.5,31.8,No
202509,43,92.1,100,100,70.7,92.2,Healthy,69.5,29.4,No
202510,43,85.8,100,100,70.9,90.6,Healthy,69.5,30.4,No
202511,43,86.9,100,100,69.4,90.6,Healthy,69.5,30.4,No
202512,43,78.6,96.0,100,61.5,85.7,Healthy,69.5,33.6,No
202601,43,86.0,95.9,100,60.5,87.4,Healthy,69.5,32.5,No
202602,43,90.7,100,86.2,46.1,83.4,Healthy,69.5,35.1,No
202603,43,80.4,94.9,100,44.1,82.4,Healthy,69.5,35.8,No
202604,43,80.5,98.3,100,40.8,82.8,Healthy,69.5,35.5,No
202605,43,88.5,100,100,46.0,86.3,Healthy,69.5,33.2,No
202606,43,84.8,100,100,45.8,85.3,Healthy,69.5,33.8,No
202607,43,82.8,100,100,50.7,85.8,Healthy,69.5,33.5,No
202608,43,81.0,96.1,100,59.2,85.9,Healthy,69.5,33.5,No
202609,43,82.6,98.3,100,58.1,86.7,Healthy,69.5,32.9,No
202610,43,89.1,99.6,100,48.0,86.7,Healthy,69.5,33.0,No
202611,43,90.8,99.2,100,58.2,89.1,Healthy,69.5,31.4,No
202612,43,81.6,95.8,100,52.7,84.7,Healthy,69.5,34.3,No
202501,44,74.2,45.7,100,67.0,70.7,Watch,93.0,51.6,No
202502,44,71.0,45.2,100,56.7,67.6,Watch,93.0,53.6,No
202503,44,62.3,38.8,100,54.4,63.1,At Risk,93.0,56.5,No
202504,44,68.7,35.5,100,47.1,62.2,At Risk,93.0,57.1,No
202505,44,76.4,40.0,100,50.7,66.2,Watch,93.0,54.5,No
202506,44,78.0,39.7,0,51.1,41.6,Critical,93.0,70.5,Yes
202507,44,60.7,41.5,100,59.2,64.5,At Risk,93.0,55.6,No
202508,44,68.6,37.5,100,58.3,65.1,Watch,93.0,55.3,No
202509,44,73.3,41.3,100,65.9,68.9,Watch,93.0,52.8,No
202510,44,70.0,40.9,1.2,64.8,43.0,Critical,93.0,69.6,Yes
202511,44,62.8,34.8,100,63.3,63.8,At Risk,93.0,56.1,No
202512,44,72.0,39.4,100,54.2,65.7,Watch,93.0,54.9,No
202601,44,77.3,37.7,100,56.6,67.0,Watch,93.0,54.0,No
202602,44,62.5,32.2,100,46.7,59.6,At Risk,93.0,58.8,Yes
202603,44,65.9,35.4,100,45.0,61.1,At Risk,93.0,57.9,No
202604,44,76.6,30.1,100,38.2,60.8,At Risk,93.0,58.0,Yes
202605,44,66.3,29.8,100,36.8,57.9,At Risk,93.0,59.9,Yes
202606,44,72.3,27.6,46.0,42.8,46.4,Critical,93.0,67.4,Yes
202607,44,70.5,35.0,100,47.8,62.7,At Risk,93.0,56.8,No
202608,44,66.6,32.9,100,52.4,62.0,At Risk,93.0,57.2,No
202609,44,65.0,27.8,100,54.0,60.4,At Risk,93.0,58.3,Yes
202610,44,67.8,33.4,0,51.9,37.4,Critical,93.0,73.3,Yes
202611,44,77.1,27.6,100,54.7,63.5,At Risk,93.0,56.3,No
202612,44,77.6,26.6,0,48.1,37.0,Critical,93.0,73.5,Yes
202501,45,68.2,56.2,100,70.3,73.0,Watch,76.0,44.2,No
202502,45,73.8,54.5,100,60.8,72.0,Watch,76.0,44.8,No
202503,45,75.2,49.7,46.0,58.7,57.0,At Risk,76.0,54.6,No
202504,45,73.4,53.0,55.2,58.2,59.7,At Risk,76.0,52.8,No
202505,45,67.6,47.4,100,51.8,66.5,Watch,76.0,48.4,No
202506,45,76.9,48.9,100,60.2,70.9,Watch,76.0,45.5,No
202507,45,71.9,48.7,72.4,61.3,62.9,At Risk,76.0,50.7,No
202508,45,66.3,44.8,100,65.9,68.2,Watch,76.0,47.3,No
202509,45,66.7,49.9,46.0,70.7,57.3,At Risk,76.0,54.3,No
202510,45,66.0,46.6,72.4,70.9,62.8,At Risk,76.0,50.8,No
202511,45,75.6,49.3,100,69.4,72.6,Watch,76.0,44.4,No
202512,45,67.0,48.0,100,61.5,68.5,Watch,76.0,47.1,No
202601,45,76.9,43.2,100,60.5,69.3,Watch,76.0,46.6,No
202602,45,71.5,46.0,100,46.1,65.9,Watch,76.0,48.8,No
202603,45,63.6,40.0,100,44.1,61.7,At Risk,76.0,51.5,No
202604,45,66.2,39.6,100,40.8,61.6,At Risk,76.0,51.6,No
202605,45,72.6,42.5,46.0,46.0,51.6,At Risk,76.0,58.1,Yes
202606,45,73.6,43.3,72.4,45.8,58.6,At Risk,76.0,53.5,No
202607,45,62.8,42.2,100,50.7,63.5,At Risk,76.0,50.3,No
202608,45,76.0,42.8,100,59.2,68.7,Watch,76.0,47.0,No
202609,45,62.6,42.4,100,58.1,65.0,At Risk,76.0,49.4,No
202610,45,75.5,41.4,72.4,48.0,59.0,At Risk,76.0,53.3,No
202611,45,64.7,36.7,100,58.2,63.8,At Risk,76.0,50.1,No
202612,45,73.6,39.5,100,52.7,65.8,Watch,76.0,48.8,No
202501,46,82.0,100,100,70.3,89.6,Healthy,89.5,38.1,No
202502,46,82.0,95.6,100,60.8,86.3,Healthy,89.5,40.2,No
202503,46,82.0,100,100,58.7,87.2,Healthy,89.5,39.6,No
202504,46,88.2,96.0,100,58.2,87.5,Healthy,89.5,39.5,No
202505,46,85.7,100,100,51.8,86.8,Healthy,89.5,39.9,No
202506,46,80.5,100,100,60.2,87.2,Healthy,89.5,39.7,No
202507,46,83.4,97.1,100,61.3,87.3,Healthy,89.5,39.6,No
202508,46,82.7,96.4,100,65.9,87.8,Healthy,89.5,39.3,No
202509,46,78.3,96.7,100,70.7,87.7,Healthy,89.5,39.3,No
202510,46,80.9,97.7,100,70.9,88.7,Healthy,89.5,38.7,No
202511,46,92.4,98.5,100,69.4,91.5,Healthy,89.5,36.8,No
202512,46,84.3,99.4,100,61.5,88.2,Healthy,89.5,39.0,No
202601,46,90.8,100,95.4,60.5,88.7,Healthy,89.5,38.7,No
202602,46,83.0,98.3,100,46.1,84.4,Healthy,89.5,41.4,No
202603,46,80.9,100,100,44.1,84.1,Healthy,89.5,41.7,No
202604,46,85.2,100,100,40.8,84.5,Healthy,89.5,41.4,No
202605,46,80.0,97.9,95.4,46.0,82.4,Healthy,89.5,42.7,No
202606,46,84.5,98.8,100,45.8,84.9,Healthy,89.5,41.1,No
202607,46,78.2,100,100,50.7,84.7,Healthy,89.5,41.3,No
202608,46,82.0,99.7,100,59.2,87.3,Healthy,89.5,39.6,No
202609,46,90.0,100,100,58.1,89.1,Healthy,89.5,38.4,No
202610,46,86.1,98.9,100,48.0,85.8,Healthy,89.5,40.6,No
202611,46,90.7,99.0,100,58.2,89.0,Healthy,89.5,38.5,No
202612,46,88.1,100,100,52.7,87.6,Healthy,89.5,39.4,No
202501,47,82.0,99.0,100,64.8,88.2,Healthy,80.0,35.7,No
202502,47,82.0,96.2,100,55.9,85.5,Healthy,80.0,37.4,No
202503,47,82.0,90.2,100,52.9,83.1,Healthy,80.0,39.0,No
202504,47,82.0,91.5,100,50.4,83.0,Healthy,80.0,39.0,No
202505,47,82.0,93.0,100,49.5,83.3,Healthy,80.0,38.8,No
202506,47,82.0,98.2,100,54.1,85.8,Healthy,80.0,37.2,No
202507,47,92.5,90.9,100,54.2,86.2,Healthy,80.0,36.9,No
202508,47,84.8,93.7,100,59.0,86.1,Healthy,80.0,37.0,No
202509,47,79.3,95.7,100,66.7,86.9,Healthy,80.0,36.5,No
202510,47,93.1,91.0,79.3,63.5,83.1,Healthy,80.0,39.0,No
202511,47,89.8,91.9,100,64.5,87.9,Healthy,80.0,35.9,No
202512,47,81.7,95.9,100,55.3,85.3,Healthy,80.0,37.6,No
202601,47,86.6,92.3,100,55.8,85.5,Healthy,80.0,37.4,No
202602,47,82.6,96.5,100,41.5,82.9,Healthy,80.0,39.1,No
202603,47,86.0,94.0,100,41.6,83.0,Healthy,80.0,39.0,No
202604,47,81.5,90.2,100,37.7,80.0,Watch,80.0,41.0,No
202605,47,90.3,94.7,93.1,37.2,81.7,Healthy,80.0,39.9,No
202606,47,91.2,91.1,100,37.9,82.7,Healthy,80.0,39.2,No
202607,47,89.8,91.3,100,42.9,83.4,Healthy,80.0,38.8,No
202608,47,86.3,92.7,100,49.7,84.3,Healthy,80.0,38.2,No
202609,47,88.8,97.8,100,54.3,87.4,Healthy,80.0,36.2,No
202610,47,89.0,91.8,100,47.0,84.2,Healthy,80.0,38.3,No
202611,47,91.8,90.6,100,53.8,85.9,Healthy,80.0,37.2,No
202612,47,86.6,95.4,86.2,48.7,81.6,Healthy,80.0,40.0,No
202501,48,73.5,71.3,100,70.3,78.9,Watch,50.5,31.4,No
202502,48,67.7,70.4,100,60.8,75.2,Watch,50.5,33.8,No
202503,48,67.2,73.5,46.0,58.7,62.1,At Risk,50.5,42.3,No
202504,48,74.9,67.3,46.0,58.2,62.0,At Risk,50.5,42.3,No
202505,48,60.7,67.0,100,51.8,70.6,Watch,50.5,36.8,No
202506,48,74.0,67.7,100,60.2,75.8,Watch,50.5,33.4,No
202507,48,66.7,66.2,100,61.3,73.8,Watch,50.5,34.7,No
202508,48,71.0,69.4,100,65.9,76.7,Watch,50.5,32.8,No
202509,48,74.2,68.3,79.3,70.7,73.0,Watch,50.5,35.2,No
202510,48,72.2,70.0,100,70.9,78.2,Watch,50.5,31.8,No
202511,48,73.9,67.3,58.6,69.4,67.2,Watch,50.5,39.0,No
202512,48,71.9,66.9,100,61.5,75.3,Watch,50.5,33.7,No
202601,48,61.4,63.7,100,60.5,71.6,Watch,50.5,36.2,No
202602,48,76.1,58.4,100,46.1,70.7,Watch,50.5,36.7,No
202603,48,60.6,63.3,100,44.1,68.0,Watch,50.5,38.5,No
202604,48,68.4,60.0,100,40.8,68.3,Watch,50.5,38.3,No
202605,48,77.4,61.3,100,46.0,71.9,Watch,50.5,35.9,No
202606,48,77.2,62.4,65.5,45.8,63.5,At Risk,50.5,41.4,No
202607,48,77.7,59.3,100,50.7,72.4,Watch,50.5,35.6,No
202608,48,75.0,56.9,100,59.2,72.6,Watch,50.5,35.5,No
202609,48,66.5,57.0,100,58.1,70.3,Watch,50.5,37.0,No
202610,48,65.5,60.3,100,48.0,69.1,Watch,50.5,37.8,No
202611,48,68.6,61.2,79.3,58.2,67.0,Watch,50.5,39.1,No
202612,48,65.3,56.9,100,52.7,68.9,Watch,50.5,37.9,No
202501,49,81.3,95.1,100,70.3,87.9,Healthy,86.5,38.1,No
202502,49,93.2,96.6,100,60.8,89.4,Healthy,86.5,37.1,No
202503,49,86.4,93.8,100,58.7,86.5,Healthy,86.5,39.1,No
202504,49,92.8,92.7,100,58.2,87.7,Healthy,86.5,38.3,No
202505,49,88.6,92.5,100,51.8,85.2,Healthy,86.5,39.9,No
202506,49,90.4,98.0,97.7,60.2,88.4,Healthy,86.5,37.8,No
202507,49,81.1,100,100,61.3,87.6,Healthy,86.5,38.4,No
202508,49,80.8,94.5,100,65.9,86.7,Healthy,86.5,38.9,No
202509,49,85.7,99.0,100,70.7,90.3,Healthy,86.5,36.6,No
202510,49,83.2,98.2,100,70.9,89.4,Healthy,86.5,37.1,No
202511,49,85.7,93.8,100,69.4,88.5,Healthy,86.5,37.8,No
202512,49,78.8,99.1,100,61.5,86.7,Healthy,86.5,38.9,No
202601,49,82.0,95.2,100,60.5,86.2,Healthy,86.5,39.3,No
202602,49,80.5,94.3,100,46.1,82.6,Healthy,86.5,41.6,No
202603,49,92.3,93.7,100,44.1,85.0,Healthy,86.5,40.0,No
202604,49,80.4,93.4,100,40.8,81.3,Healthy,86.5,42.4,No
202605,49,81.1,97.7,100,46.0,83.8,Healthy,86.5,40.8,No
202606,49,82.7,100,100,45.8,84.8,Healthy,86.5,40.1,No
202607,49,88.6,94.7,100,50.7,85.7,Healthy,86.5,39.6,No
202608,49,81.9,96.8,100,59.2,86.3,Healthy,86.5,39.2,No
202609,49,85.0,100,100,58.1,87.9,Healthy,86.5,38.2,No
202610,49,86.2,100,100,48.0,86.2,Healthy,86.5,39.3,No
202611,49,86.1,99.6,100,58.2,88.0,Healthy,86.5,38.0,No
202612,49,87.6,94.7,100,52.7,85.8,Healthy,86.5,39.5,No
202501,50,82.0,94.4,100,70.3,87.9,Healthy,69.5,32.2,No
202502,50,82.0,91.9,100,60.8,85.2,Healthy,69.5,33.9,No
202503,50,82.0,95.4,90.8,58.7,83.6,Healthy,69.5,35.0,No
202504,50,82.0,91.4,100,58.2,84.6,Healthy,69.5,34.3,No
202505,50,82.0,97.7,100,51.8,85.2,Healthy,69.5,34.0,No
202506,50,82.0,95.7,100,60.2,86.2,Healthy,69.5,33.3,No
202507,50,82.0,99.1,100,61.3,87.5,Healthy,69.5,32.4,No
202508,50,82.0,94.4,100,65.9,87.0,Healthy,69.5,32.8,No
202509,50,82.0,97.9,100,70.7,89.0,Healthy,69.5,31.5,No
202510,50,80.5,93.9,100,70.9,87.5,Healthy,69.5,32.5,No
202511,50,88.7,97.0,100,69.4,90.2,Healthy,69.5,30.7,No
202512,50,81.0,93.9,100,61.5,85.7,Healthy,69.5,33.6,No
202601,50,89.4,92.7,100,60.5,87.2,Healthy,69.5,32.6,No
202602,50,80.7,94.1,100,46.1,82.6,Healthy,69.5,35.6,No
202603,50,88.7,95.1,100,44.1,84.5,Healthy,69.5,34.4,No
202604,50,77.2,92.1,100,40.8,80.1,Healthy,69.5,37.3,No
202605,50,77.6,92.0,100,46.0,81.2,Healthy,69.5,36.5,No
202606,50,91.8,97.7,100,45.8,86.4,Healthy,69.5,33.2,No
202607,50,80.4,98.7,72.4,50.7,77.9,Watch,69.5,38.7,No
202608,50,85.8,99.5,95.4,59.2,87.0,Healthy,69.5,32.8,No
202609,50,90.5,90.9,100,58.1,86.5,Healthy,69.5,33.1,No
202610,50,89.0,93.7,100,48.0,85.0,Healthy,69.5,34.1,No
202611,50,88.4,96.9,100,58.2,87.8,Healthy,69.5,32.2,No
202612,50,90.7,92.4,100,52.7,85.9,Healthy,69.5,33.5,No
202501,51,82.0,86.5,100,93.9,90.2,Healthy,89.0,37.5,No
202502,51,82.0,85.9,100,85.2,88.3,Healthy,89.0,38.8,No
202503,51,82.0,88.2,100,77.4,87.5,Healthy,89.0,39.3,No
202504,51,82.0,88.0,100,83.7,88.7,Healthy,89.0,38.5,No
202505,51,82.0,88.3,100,75.5,87.1,Healthy,89.0,39.5,No
202506,51,82.0,86.4,100,87.7,89.0,Healthy,89.0,38.3,No
202507,51,82.0,91.4,100,85.0,89.9,Healthy,89.0,37.7,No
202508,51,79.0,85.3,100,94.7,89.3,Healthy,89.0,38.1,No
202509,51,93.0,86.0,100,95.1,93.1,Healthy,89.0,35.6,No
202510,51,82.2,90.3,100,95.3,91.7,Healthy,89.0,36.6,No
202511,51,92.5,93.7,100,92.8,94.8,Healthy,89.0,34.5,No
202512,51,81.5,85.8,100,88.1,88.7,Healthy,89.0,38.5,No
202601,51,78.4,90.1,100,86.5,88.9,Healthy,89.0,38.3,No
202602,51,83.5,90.7,100,77.9,88.7,Healthy,89.0,38.5,No
202603,51,82.1,92.8,100,75.2,88.4,Healthy,89.0,38.7,No
202604,51,88.3,85.0,95.4,67.1,84.8,Healthy,89.0,41.0,No
202605,51,90.2,85.4,100,69.6,87.1,Healthy,89.0,39.6,No
202606,51,81.2,89.9,100,69.2,86.1,Healthy,89.0,40.2,No
202607,51,86.0,85.8,100,73.1,86.8,Healthy,89.0,39.7,No
202608,51,81.1,89.7,100,82.9,88.8,Healthy,89.0,38.4,No
202609,51,79.8,90.2,100,79.8,88.0,Healthy,89.0,39.0,No
202610,51,83.4,93.8,100,86.8,91.4,Healthy,89.0,36.8,No
202611,51,84.7,91.6,100,82.4,90.1,Healthy,89.0,37.6,No
202612,51,79.1,88.6,86.2,78.5,83.6,Healthy,89.0,41.8,No
202501,52,82.0,92.6,81.6,67.0,82.1,Healthy,78.0,38.9,No
202502,52,82.0,94.3,55.2,56.7,73.9,Watch,78.0,44.3,No
202503,52,82.0,95.6,79.3,54.4,79.9,Watch,78.0,40.4,No
202504,52,82.0,97.6,55.2,47.1,73.0,Watch,78.0,44.8,No
202505,52,82.0,97.3,46.0,50.7,71.3,Watch,78.0,45.9,No
202506,52,82.0,91.4,100,51.1,83.1,Healthy,78.0,38.3,No
